f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,Age,Sex,Class
0.12,0.05,0,0,0,1.62,0,81.9,2390.64,-3.95,-1.3,0.04,1.5,0.15,6.34,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.01,1.67,0.01,0,0.01,0.02,0,0.01,0.02,0,0.01,0.03,0.15,0,0.02,0.05,-0.03,-0.01,0,0.01,0.14,21.84,3.48,0.01,0.01,1,1.51,0,0.34,0.53,0.02,1.35,0.08,0.15,1823854.23,1.61,3.06,0.01,0,17.16,10.09,9.96,523.4,1.16,5.91,1.39,0.03,0,0.34,0.05,21.89,0.08,8.18,10.08,6.49,-2.46,-1.81,-1.33,-1.44,-1.85,0.1,0.86,-0.94,-0.85,0.64,-0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.18,2.52,6.34,88201,99.97,0,0,0,0,0,0,0,0,0.01,0.01,-1916.82,-33750.64,-4896.64,-10175.7,-13531.52,-27242.68,-95346.11,-29316.29,-235132.16,-575399.66,-10560.39,-3456.47,-866.67,-202.18,47.41,85.25,55.34,35.6,25.76,37.11,1.02,24.32,7.19,30.58,70.88,196.91,483.39,392.53,2572.24,6590.44,17.88,322.06,68.74,137.29,295.73,605.03,1512.02,1479.45,7530.49,22047.62,-1286116272,-1384123681,-1506933771,-1681481172,-1964265932,-2472716951,-3386032967,-5204387731,-8899247572,-16479288443,11689.37,6286.25,3417.96,1903.05,1107.81,693.9,473.43,362.5,309.11,285.88,269.3,1009.24,3838.42,14481.27,52079.46,173075.56,528248.33,1435622.77,3486863.4,7789801.12,5963.65,16099.45,44497.47,119919.96,320600.11,823156.52,2075259.07,4811597.78,10537597.51,22092293.41,100,0,0,0,0,0,0,0,0,0,0,0.03,0.21,0.07,0.14,0.17,0.33,0.54,0.22,0.61,0.73,-16061.78,-6257.35,-2252.91,-1033.73,-369.07,-165.86,-131.22,-92.1,-62.29,-62.4,0,0,0,0,0,0,0.01,0.01,0.04,0.09,0,0,0,0,0,0.01,0.02,0.02,0.1,0.31,-245168.44,-291052.92,-343110.49,-408754.64,-504062.79,-663670.5,-945656.87,-1504449.92,-2653868.19,-5058435.67,4115.73,2442.76,1439.58,857.23,528.28,347.52,247.45,196.73,173.44,165.26,0.12,0.48,1.85,7,25.25,84.47,258.86,705.48,1722.74,3872.09,2.71,7.63,21.21,58.07,155.53,400.43,989.76,2294.97,5041.27,10637.13,51,0,1
0.12,0.04,0,0,0,1.57,0,124.95,3171.88,-13.03,-4.49,0.42,4.77,0.09,6.34,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.05,8.02,0.05,0,0.07,0.07,0,0.07,0.08,0,0.07,0.05,0.67,0.02,0.06,0.09,-0.12,-0.03,0,0.03,0.32,23.84,1.99,0,0,1,8.93,0,0.17,0.51,0,2.26,0.18,0.18,1614171.16,1.73,2.91,0.03,0.01,65.65,9.34,9.23,488.07,1.16,6.35,1.41,0.08,0.01,0.44,0.06,19.93,0.09,9.17,12.11,5.08,-2.81,-2.51,-1.43,-2.49,-2.42,-0.12,0.26,-0.11,-0.77,0.18,-1.11,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.34,2.46,6.34,88201,100,0,0,0,0,0,0,0,0,0,0,-608.95,-19672.82,-7003.19,-34465.69,-6279.69,-3091.15,-6781.07,-10203.34,-22621.75,-25037.65,-8348.66,-2252.71,-546.03,-77.13,17,52.86,48.42,41.16,37.49,42.57,0.55,6.1,7.25,63.67,28.79,41.66,75.54,124.69,227.45,649.5,11.29,92.96,69.54,288.45,108.28,66.41,136,265.99,881.36,1142.01,-2464508124,-2640859543,-2859408611,-3166152853,-3657910296,-4534605828,-6108585662,-9233206304,-15574106702,-28584788203,12293.68,6592.17,3574.68,1985.2,1152.68,720.13,490.13,374.44,318.68,294.26,405.01,1550.53,5861.24,22222.21,80655.3,269391.99,825052.72,2251499.79,5506025.71,12390205.72,9170.36,25824.83,69603.03,184906.52,497038.09,1276070.02,3139798.23,7296677.11,16010408.22,33827692.31,100,0,0,0,0,0,0,0,0,0,0,0.01,0.12,0.06,0.21,0.08,0.06,0.08,0.11,0.15,0.19,-14106.63,-5083.56,-2100.77,-825.11,-441.95,-245.86,-112.14,-95.74,-54.56,-59.17,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,-280014.41,-331089.43,-389004.16,-461963.33,-567752.56,-744638.41,-1056935.52,-1675240.49,-2946213.62,-5604052.94,4223.52,2497.34,1467.54,871.89,536.29,352.2,250.43,198.86,175.15,166.76,0.13,0.52,2,7.58,27.39,91.65,280.99,766.44,1873.65,4215.76,2.95,8.32,23.01,62.94,168.77,434.51,1069.32,2481.17,5452.3,11517.87,51,0,0
0.78,0.64,0.01,0,0.01,5.12,0,76.63,1274.56,-71.91,-21.27,-1.87,18.56,0.44,20.51,0,0.61,0.01,0,0,0,0,0,0,0,0,0,0,0.44,0,0.04,6.06,0.04,0,0.05,0.05,0,0.05,0.06,0,0.05,0.08,0.6,0.01,0.04,0.08,-0.07,-0.02,0,0.03,0.57,25.77,1.83,0,0,0.85,44.18,7.53,0.35,0.52,0.17,4.36,1.11,0.31,1499730.2,1.89,3.63,0.01,0.02,19.84,484.75,389.62,27789.72,1.46,6.02,1.57,0.34,0.09,0.74,0.13,16.87,0.14,8.21,6.39,4.08,-0.22,-2.24,-3.31,-0.83,-1.87,-0.75,-0.09,-0.68,0.27,0.49,0.5,0,-0.02,-0.01,0,0,0,-0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,8.59,20.51,88201,99.7,0,0,0,0.03,0.01,0.01,0.01,0.02,0.07,0.17,-12.19,-5472.21,-15476.82,-590562.31,-111808.53,-101833.71,-174668.48,-318871.87,-2377804.4,-5451559.97,-3770.46,-926.36,74.1,258.16,173.64,90.72,68.38,61.75,62.5,71.5,0.07,3.85,19.04,910.99,866.83,384.81,1074.09,2025.02,16244.83,21408.97,0.7,50.35,119.84,3761.51,1676.36,920.29,2543.44,6487.67,34959.69,83879.72,-312834819,-345113294.2,-390610746.6,-460930344.7,-587850903.1,-832238728.3,-1310638981,-2282470035,-4276661158,-8390770353,10370.76,5621.46,3080.16,1729.12,1015.61,642.49,443.34,343.04,294.96,274.42,97.68,519.42,2447.64,6014.89,19634.42,65768.24,203850.02,554656.78,1358025.36,3081863.08,2038.11,7328.7,33212.92,63051.8,133115.14,342462.08,833704.38,1958501.52,4276375.31,9003720.1,99.98,0,0,0,0,0,0,0,0,0,0.01,0.01,0.16,0.57,2.97,2.65,1.73,1.41,1.19,-12.48,-46.14,-8696.66,-3500.19,-1245.96,-383.57,-227.51,-123.77,-48.72,-47.23,-27.51,-8.46,0,0,0,0.03,0.04,0.02,0.06,0.1,0.79,0.99,0,0,0,0.1,0.07,0.05,0.13,0.26,1.59,4.36,-178070.01,-213938.59,-255109.27,-307905.86,-386136.66,-519632.2,-761521.42,-1245130.87,-2244875.16,-4342965.98,3858.13,2312.91,1373.6,823.2,510.21,337.42,241.53,192.88,170.63,162.98,0.09,0.37,1.51,5.56,19.84,66.42,204.11,557.34,1365.25,3081.81,2.05,5.85,17.13,46.98,122.99,317.22,771.79,1790.85,3939.89,8346.73,51,0,0
0.09,0.02,0,0,0,2.44,0,142.24,4216.6,-15.83,-6.12,0.32,6.15,0.02,9.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.05,9.22,0.06,0,0.08,0.08,0,0.08,0.09,0,0.08,0.11,0.84,0.01,0.05,0.07,-0.1,-0.04,0,0.04,0.58,19.27,2.39,0.01,0.01,1,37.03,0,0.24,0.56,0,3.14,0.42,0.07,1494872.29,1.45,3.08,0.03,0.02,49.27,401.33,339.69,18219.77,1.4,6.2,1.54,0.23,0.03,0.58,0.11,17.5,0.13,5.11,-1.22,6.36,1.73,-0.25,-1.34,-1.92,-1.3,0.54,1.19,-0.01,-0.92,-0.27,-0.08,-0.01,-0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.09,2.93,9.5,88201,100,0,0,0,0,0,0,0,0,0,0,0.56,-24.84,-378.96,-2253.76,-389.87,-1912.69,-24629.44,-18588.83,-6271.55,-7411.38,-8366.72,-2200.68,-471.07,-106.65,-1.83,21.83,49.97,47.77,33.68,28.92,0,0.05,0.8,7.52,4.37,18.05,129.37,358.72,223.03,200.72,0.01,0.49,6.03,34.07,9.37,30.84,549.16,471.14,235.16,356.69,-3506385282,-3754962580,-4066818263,-4510908038,-5231216610,-6526748036,-8873483668,-13542401902,-23028155338,-42488798523,12622.23,6759.27,3661.08,2031.24,1178.54,735.91,500.71,382.42,325.35,300.28,546.56,2159.61,8311.78,31509.59,113954.61,381373.93,1168470.11,3187317.06,7796417.46,17550522.59,12276.37,34397.14,95940.57,261557.94,702566.04,1810039.41,4444013.13,10308334.48,22664292.82,47852873.19,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0.03,0.14,0.12,0.05,0.05,-14368.92,-5208.62,-1998.86,-900.1,-439.33,-274.86,-139.66,-94.35,-96.5,-53.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300052.06,-354178.54,-415679.66,-493385.23,-606416.9,-795922.87,-1131236.45,-1795625.48,-3161689.48,-6018060.21,4279.8,2525.96,1482.34,879.78,540.73,354.91,252.25,200.23,176.3,167.8,0.14,0.55,2.13,8.05,29.07,97.31,298.4,813.86,1989.67,4477.13,3.12,8.75,24.37,66.86,179.18,461.5,1135.42,2633.84,5789.61,12229.23,65,1,1
0.29,0.23,0,0,0,2.18,0,28.6,495.41,-23.08,-10.46,-0.95,9.88,0.16,8.39,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.02,3.33,0.02,0,0.03,0.03,0,0.03,0.04,0,0.03,0.06,0.29,0,0.03,0.06,-0.06,-0.01,0,0.01,0.33,24.5,2.44,0,0,1,11.73,0,0.37,0.51,0.03,3.14,0.95,0.04,291761.92,1.39,2.98,0.07,0.02,141.7,77.17,71.83,1402.05,1.42,6.5,1.65,0.1,0.03,0.46,0.08,7.68,0.1,7.96,7.89,3.86,-3.13,-2.82,-3.21,0,0.05,1.55,1.42,-0.72,-0.69,0.3,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.4,2.91,8.39,88201,99.91,0,0,0,0,0,0,0,0,0.02,0.06,-5.38,-23.46,-127.2,-4000.88,-9940.06,-12614.2,-29732.38,-21056.66,-315279.53,-1013212.34,-5299.35,-1364.74,-128.53,104.83,90.16,43.73,53.97,41.84,38.81,48.7,0.01,0.08,0.45,12.39,47.44,78.13,310.96,293.12,2556.31,4767.29,0.18,0.56,1.1,22.54,80.21,207.44,833.26,496.26,6449.02,22775.82,-327434310.5,-355391034.3,-390507248.9,-440647030.2,-522353611.5,-670194479.6,-945112891.6,-1495014073,-2618029478,-4936167223,10425.72,5645.6,3088.84,1729.7,1012.35,637.39,437.23,336.44,288.14,267.48,61.01,245.58,961.07,3559.86,12735.35,42719.46,131857.53,362470.62,889953.07,2013565.91,1373.9,3878.28,11270.58,30759.92,81145.3,208576.69,499113.64,1166403.09,2579941.85,5463695.24,100,0,0,0,0,0,0,0,0,0,0,0,0.01,0.09,0.45,0.6,0.5,0.85,0.57,0.02,-7.47,-10053.84,-3784.73,-1438.6,-559.33,-295.2,-140.01,-100.04,-74.16,-36.2,-29.96,0,0,0,0,0,0.01,0.02,0.02,0.18,0.35,0,0,0,0,0.01,0.02,0.06,0.04,0.47,1.63,-180566.92,-216408.81,-257015.51,-308142.69,-382299.82,-506497.05,-727488.97,-1166135.77,-2070177.61,-3965671.03,3869.73,2318.07,1375.53,823.51,509.72,336.54,240.43,191.68,169.38,161.71,0.09,0.36,1.4,5.29,19.1,63.96,196.38,536.42,1313.55,2961.62,2.05,5.74,16.02,44.04,117.92,303.79,741.66,1719.62,3786.42,8026.69,65,1,0
0.33,0.09,0,0,0,11.73,0,155.97,4127.52,-27.87,-8.71,-0.68,8.3,0.19,42.75,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.03,5.6,0.04,0,0.05,0.05,0,0.05,0.07,0,0.05,0.11,0.49,0.01,0.03,0.05,-0.05,-0.01,0,0.01,0.61,16.28,4.99,0.08,0.28,1,7.33,0,0.46,0.51,0.01,2.19,0.64,0.31,1629567.04,1.73,3.04,0.01,0.01,39.61,7.47,5.99,206.48,1.15,5.45,1.32,0.07,0.01,0.51,0.09,15,0.11,7.77,10.11,3.18,-4.29,-1.81,-1.83,-0.56,0.08,-0.02,0.92,1.76,-0.62,0.07,-0.89,-0.01,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.63,21.62,42.75,88201,99.95,0,0,0,0,0,0,0,0.01,0.02,0,-23.4,-48.24,-4615.9,-17832.83,-41837.27,-618024.34,-344912.54,-3003309.48,-3405846.6,-492699.66,-7624.75,-2207.78,-502.78,-37.29,63.31,88.51,59.85,45.9,53.18,47.98,0.02,0.18,2.77,34.64,84.64,1425.4,3350.03,14167.16,29461.26,7063.63,0.42,1.73,41.1,230.61,293.99,5644.43,9339.83,47825.86,71013.19,11842.5,-3196700372,-3428011014,-3721140188,-4143514153,-4835590392,-6087611014,-8373676197,-12927132866,-22208306878,-41309248192,12528.67,6712.32,3637.45,2019.26,1172.39,732.67,498.96,381.4,324.72,299.85,531.12,2116.17,8308.84,32084.42,116676.75,381863.29,1142822.71,3069090.53,7484393.62,16851413.96,11770.04,33205.31,93248.43,256319.05,710832.99,1827287.5,4524584.92,10067102.82,21829329.69,46557130.75,100,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.08,0.15,0.73,0.62,-0.03,0.2,0.76,-13496.55,-5222.95,-2051.64,-822.45,-409.79,-224.12,-134.38,-118.17,-29.74,-68.91,0,0,0,0,0,0.01,0.02,0.09,0.19,0.05,0,0,0,0,0,0.03,0.05,0.31,0.45,0.08,-294309.76,-347652.4,-408338.47,-485162.62,-597163.84,-785308.36,-1118813.29,-1780089.05,-3140728.26,-5987442.66,4263.85,2517.96,1478.31,877.74,539.68,354.36,251.95,200.06,176.19,167.73,0.14,0.54,2.11,8,28.9,96.71,296.38,807.92,1975.08,4445.01,3.09,8.69,24.19,66.41,178.05,458.55,1128.25,2612.77,5749.42,12166.75,65,1,0
0.11,0.03,0,0,0,3.67,0,182.2,5346.02,-22.11,-8.23,0.16,8.97,0.03,18.11,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.09,15.11,0.1,0,0.14,0.14,0,0.14,0.18,0,0.14,0.1,1.28,0.05,0.09,0.12,-0.16,-0.06,0,0.06,0.44,20.3,1.27,0.01,0,0.97,41.61,5,0.19,0.54,0,2.99,0.91,0.18,1680807.8,1.69,3.06,0.03,0.02,54.27,36.79,35.16,1700.71,1.29,6.22,1.48,0.2,0.03,0.47,0.08,14.11,0.1,5.71,2.04,5.43,-1.16,-1.72,-1.56,-2.21,-0.41,1.73,0.12,-0.28,-1.04,0.31,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.53,4.95,18.11,88201,100,0,0,0,0,0,0,0,0,0,0,-26.42,-852.44,-291.82,-623.49,-752.15,-4752.8,-104433.39,-110811.67,-32423.23,-291411.56,-7107.2,-2068.27,-415.67,-153.29,-43.95,28.27,62.55,34.39,45.55,32.9,0.03,0.97,0.6,2.42,5.28,42.53,469.24,1241.12,448.52,2496.23,0.59,12.84,5.28,10.53,17.08,108.75,1132.93,2336.9,900.69,7551.3,-4562706462,-4880520450,-5279565186,-5848350500,-6771125988,-8431430308,-11438714648,-17418934221,-29555188952,-54465163372,12867.82,6883.82,3725.12,2065.02,1197.19,746.99,507.9,387.65,329.61,304.06,683.38,2704.01,10502,39815.74,143971.74,482224.35,1478674.29,4031113.48,9855870.21,22200166.68,15491.61,43232.76,120394.43,330496.83,885972.55,2291482.24,5616154.58,13007144.34,28481608.82,60412446.06,100,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.03,0.34,0.27,0.15,0.36,-13076.43,-5124.32,-1950.06,-973.38,-493.34,-224.76,-118.64,-93.78,-63.03,-51.65,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.04,-315538.54,-371951.92,-436077.98,-517144.36,-635120.35,-832982.81,-1183104.86,-1876764.26,-3302604.54,-6283848.28,4320.85,2546.78,1493.05,885.43,543.84,356.76,253.45,201.11,177.01,168.43,0.14,0.57,2.21,8.37,30.22,101.18,310.37,846.44,2069.22,4656.68,3.24,9.09,25.32,69.53,186.27,479.97,1180.56,2738.23,6014.78,12715.48,62,1,1
0.69,0.57,0.01,0,0,3.77,0,61.95,884.97,-65.26,-17.06,-0.09,17.99,0.34,13.85,0,0.57,0.01,0,0,0,0,0,0,0,0,0,0,0.34,0,0.02,1.8,0.01,0,0.02,0.02,0,0.02,0.02,0,0.02,0.04,0.16,0,0.02,0.05,-0.04,-0.02,0,0.02,0.16,26.95,2.56,0,0,0.91,52.21,6.9,0.21,0.51,0.17,2.88,0.5,0.04,15481.59,1.29,2.65,0.01,0.01,17.08,5.88,5.85,115.18,1.17,6.25,1.37,0.04,0,0.35,0.03,5.98,0.05,7.26,1.56,2.19,-5.96,-3.22,-0.5,-0.46,0.04,1.48,1.64,1.81,0.41,-0.49,-1.41,0,-0.02,0.01,-0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.34,6.72,13.85,88201,99.83,0,0,0,0.01,0.01,0.01,0.01,0.01,0.04,0.08,-13.79,-612.23,-4661.3,-124041.74,-48289.86,-45363.27,-140557.7,-184241.84,-1189366.97,-2459387.82,-4066.11,-895.59,82.3,262.04,157.86,95.11,68.57,50.54,60.92,62.59,0.03,0.65,8.73,237.39,349.99,503.45,1018.4,1419.13,9578.7,26601.65,0.39,4.18,26.72,683.88,874.45,1242.75,2161.53,4939.31,20379.57,43615.21,-302328617.7,-332369105.8,-373890073.8,-438937526.3,-553720570.6,-772471722.9,-1190192684,-2037553166,-3773519490,-7351984729,10344.92,5608.4,3073.51,1725.47,1013.57,641.29,442.24,341.99,293.92,273.33,98.7,451.26,1910.98,6232.01,21450.2,70774.87,216466.54,586307.7,1421061.2,3169431,1906.39,5635.22,21237.38,54367.01,131519.82,332460.32,819983.12,1906145.22,4165458.28,8834658.83,99.99,0,0,0,0,0,0,0,0,0,0,0.01,0.1,0.54,2.85,1.77,1.14,1.83,1.12,-3.44,-15.16,-9042.21,-3299.11,-1220.5,-433.04,-188.53,-130.23,-39.46,-28.66,-18.25,-16.86,0,0,0,0.01,0.02,0.03,0.06,0.07,0.46,1.36,0,0,0,0.03,0.05,0.08,0.12,0.23,0.96,2.15,-176849.57,-212515.15,-253447.75,-305999.69,-383892.28,-516797.2,-755923.13,-1233809.7,-2220954.36,-4290913.58,3852.81,2310.24,1372.27,822.54,509.89,337.27,241.39,192.76,170.51,162.85,0.1,0.4,1.57,5.88,21.15,70.67,216.55,589.58,1438.21,3231.05,2.2,6.2,17.79,49.34,130.11,334.52,826.08,1916.35,4204.94,8882.85,62,1,0
1.98,0.83,0.01,0,0.01,218.69,0.01,906.32,12299.07,-547.42,-7.22,0.01,8.87,0.84,536.87,0,0.77,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0.84,0.01,0.11,15.57,0.1,0,0.1,0.13,0,0.1,0.13,0,0.1,0.12,1.45,0.04,0.15,0.19,-0.36,-0.08,0.03,0.13,0.53,2.97,2.69,0.61,0.41,0.87,32.45,4.86,0.65,0.5,0.39,3.95,1.81,0.16,1543440.22,1.75,3,0,0,7.53,0.95,0.82,19.4,0.94,4.97,1.14,0.02,0,0.24,0.04,9.93,0.07,8.63,13.88,0.58,-8.38,-1.7,-0.41,-0.49,-0.23,1.79,-0.88,0.13,-0.26,0.78,1.07,0,0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.33,231.22,536.87,88201,95.6,0,0.01,0.01,0.02,0.05,0.07,0.31,0.73,0.99,2.21,-701191.96,-934850.97,-1893426.84,-2740223.02,-12634644.92,-12816554.65,-98315534.47,-269539963.9,-314547852.1,-712253968,-4690.9,-972.13,49.19,228.67,245.07,148.22,166.43,81.85,97.6,99.77,131.02,415.27,1177.67,4455.81,22305.39,59985.91,487789.58,1228069.56,2137939.94,5510518.22,1713.73,3867.58,7138.31,21200.26,68802.13,145162.14,708742.25,1984147.34,4114064.62,13318268.36,-2963886977,-3213118218,-3571977902,-4159238608,-5209527016,-7259933770,-11281773043,-19447174749,-36705959783,-71975870372,10721.61,5813.68,3181.45,1788.52,1052.79,669.57,476.13,362.91,325.58,303.5,2266.28,8870.93,35678.45,141577.49,518062.39,1791615.36,4468165.96,7533394.49,12332454.73,25508619.97,33221.7,91373.4,258399.07,743822.03,1893251.39,5354019.29,12481591.72,22822998.75,58297996.59,74914582.43,99.46,0,0,0,0,0.01,0.01,0.04,0.09,0.11,0.27,1.59,2.29,2.11,-1.22,-20.22,-31.88,-489.64,-1488.25,-1718.94,-4579.8,-9759,-3357.96,-1242.48,-542.51,-140.38,-102.08,-40.66,-11.93,-5.93,-1.17,0,0.01,0.03,0.09,0.45,1.15,10.17,23.85,37.39,98.16,0.04,0.08,0.15,0.43,1.37,2.75,14.68,38.3,71.84,245.98,-208620.02,-249960.52,-298931.52,-364652.82,-466715.21,-647906.61,-988973.87,-1683782.34,-3132110.96,-6172637.75,3894.16,2333.19,1385.98,831.63,516.68,342.91,246.62,197.83,175.48,167.75,0.15,0.59,2.29,8.75,31.61,106.25,304.38,752.99,1749.8,3917.38,3.3,9.01,25.1,70.04,183.66,490.48,1214.58,2706.21,5866.3,10897.63,62,1,0
0.05,0.02,0,0,0,0.94,0,53.12,1565.65,-4.18,-1.56,-0.13,1.47,0.07,3.48,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.05,6.21,0.04,0,0.04,0.06,0,0.04,0.06,0,0.04,0.05,0.56,0.01,0.07,0.11,-0.09,-0.04,-0.01,0.07,0.31,19.02,1.04,0.01,0,1,11.66,0,0.31,0.61,0,1.93,0.17,0.12,2163996,1.51,3.11,0,0,7.94,2.62,2.61,102.47,1.15,5.93,1.35,0.32,0.02,0.66,0.07,20.62,0.1,7.34,7.67,8.07,-1.09,-1.22,0.77,-0.3,-1.26,-0.26,-0.2,0.53,-1.46,-0.68,1.41,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.86,1.28,3.48,88201,99.99,0,0,0,0,0,0,0,0,0,0,-48.45,-1621.63,-636.09,-1461.16,-1990.22,-5355.62,-10674.78,-7239.5,-63837.82,-170644.46,-9473.83,-2629.1,-672.41,-230.89,-31.83,-3.79,40.13,33.57,23.22,21.3,0.05,1.67,0.98,4.15,8.66,31.65,104.29,150.48,561.36,1411,0.94,22.23,9.66,20.17,38.65,119.13,274.52,317.64,1900.38,4918.21,-1246242814,-1340459748,-1457658865,-1623062894,-1889296811,-2366209190,-3233520107,-4958829001,-8468376199,-15682301094,11660.41,6271.22,3409.93,1898.53,1105.06,692.04,472.17,361.53,308.3,285.15,197.97,789.09,3091.28,11702.86,42280.75,141724.04,435565.39,1191136.87,2920269.68,6590936.83,4573.55,12638.63,35362.61,97646.03,261555.52,675023.97,1642362.08,3806900.52,8387182.48,17767567.79,100,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.04,0.05,0.1,0.18,0.14,0.35,0.54,-14894.26,-5423.55,-2033.05,-1004.16,-445.05,-264.98,-111.95,-96.89,-74.4,-65.65,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0.01,0.01,0.04,0.1,-243562.47,-289162.42,-340851.14,-405950.7,-500334.5,-658222.09,-937651.18,-1491278.95,-2630240.02,-5013708.38,4110.42,2440.01,1438.11,856.41,527.78,347.18,247.22,196.55,173.3,165.13,0.12,0.46,1.78,6.75,24.38,81.64,250.49,683.48,1671.68,3763.6,2.62,7.32,20.41,56.11,150.33,387.36,951.16,2205.82,4850.67,10252.88,51,0,1
