f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,Class
28,58.82682927,46188.3366,1052,1,0.02,0.38,0.98,0.22,0.01,0.01,0.44,0.4,0.27,0.58,0,0,0.09,0.24,0.35,0.31,0.65,0.78,0.49,0.12,0.18,0.32,0.15,0.08,0.37,0.284741596,0.63,0.05,0.85,0.54,0.54,0.29,0.86,0.19,0.31,0.53,0.37,0.51,0.62,0.44,0.62,0.65,0.49,0.2,0.2,0.13,0.19,0.59,0.5,0.04,0.85,0,0.22,0.16,0.13,0.11,0.01,0,0,0,0.98,0.02,0.28,0.24,0.4,0.36,0.47,0.52,0.17,0.46,0.5,0.05,0.52,0.55,0.31,0.68,0.38,0.51,0.55,0.06,0.06,0.08,0,0.06,0.11,0.11,0.6,0.44,0.76,0,0,0.01,0.84,0.7,0.83,0.77,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.04,0.12,0.05,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
25,15,4825,106,1,0,0.5,0.01,0.98,0.06,0.01,0.32,0.38,0.22,0.32,0,0,0.45,0.72,0.64,0.59,0.33,0.25,0.5,0.44,0.35,0.34,0.62,0.24,0.16,0,0.46,0.01,0.24,0.29,0.33,0.46,0.19,0.7,0.36,0.7,0.31,0.5,0.45,0.43,0.41,0.44,0.5,0.75,0.78,0.77,0.76,0.48,0.59,0,0.18,0,0.58,0.43,0.35,0.57,0.13,0.08,0.06,0.09,0.92,0.04,0.17,0.17,0.51,0.57,0.28,0.78,0.07,0.46,0.5,0.01,0.86,0.73,0.14,0.45,0.75,0,0.39,0.34,0.33,0.32,0.2,0.36,0.48,0.35,0.52,0.49,0.85,0,0,0.09,0.79,0.6,0.52,0.75,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.15,0.02,0.07,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
16,58.82682927,46188.3366,219,1,0.01,0.49,0.01,0.78,0.07,0.38,0.5,0.52,0.37,0.46,0,0,0.15,0.46,0.54,0.38,0.55,0.35,0.38,0.17,0.15,0.15,0.44,0.28,0.2,0.2,0.21,0.03,0.42,0.52,0.58,0.19,0.4,0.49,0.52,0.31,0.63,0.26,0.55,0.34,0.63,0.62,0.54,0.58,0.62,0.58,0.6,0.73,0.74,0.01,0.13,0.01,0.61,0.61,0.58,0.53,0.24,0.21,0.18,0.15,0.71,0.23,0.41,0.37,0.49,0.48,0.49,0.53,0.32,0.57,0,0.02,0.77,0.54,0.14,0.56,0.54,0.5,0.14,0.08,0.06,0.06,0.11,0.13,0.13,0.14,0.41,0.37,0.25,0,0,0.16,0.45,0.43,0.63,0.54,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.17,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,784,1,0.05,0.71,0.03,0.72,0.51,0.48,0.51,0.52,0.39,0.37,0.06,1,0.59,0.68,0.19,0.53,0.47,0.24,0.64,0.54,0.39,0.39,0.3,0.27,0.34,0.41,0.48,0.01,0.09,0.18,0.31,0.27,0.25,0.57,0.53,0.32,0.38,0.39,0.32,0.46,0.39,0.37,0.67,0.79,0.69,0.84,0.73,0.52,0.51,0.01,0.14,0.04,0.3,0.31,0.41,0.46,0.33,0.31,0.36,0.37,0.55,0.24,0.48,0.5,0.72,0.68,0.74,0.8,0.32,0.21,0.5,0.03,0.83,0.81,0.01,0.05,0.42,0.04,0.08,0.59,0.55,0.5,0.71,0.7,0.89,0.74,0.62,0.54,0.15,0,0,0.47,0.52,0.68,0.76,0.82,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.43,0.04,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,31,13690,296,1,0.1,0.34,0.03,0.89,0.21,0.12,0.26,0.37,0.23,0.71,0.11,1,0.47,0.49,0.21,0.64,0.7,0.14,0.64,0.5,0.47,0.47,0.35,0.14,0.41,0.39,0.46,0.03,0.11,0.42,0.47,0.32,0.26,0.51,0.54,0.3,0.38,0.42,0.3,0.43,0.3,0.31,0.4,0.76,0.78,0.81,0.74,0.44,0.55,0.01,0.09,0.09,0.25,0.29,0.36,0.39,0.34,0.34,0.39,0.38,0.51,0.26,0.18,0.17,0.37,0.45,0.27,0.57,0.1,0.57,0,0.05,0.9,0.52,0.03,0.52,0.17,0.09,0.11,0.51,0.48,0.45,0.44,0.5,0.6,0.52,0.35,0.59,0.58,0,0,0.57,0.64,0.81,0.76,0.81,0.02,0.18,0.97,0.21,0.06,0.3,0.56,0.18,0.87,0.98,0,0.04,0,0.02,0.05,0.43,0.05,0.03,0.53,0.32,0.05,0.02,0.75,0,1,0.12,0
34,3,51660,1074,1,0.01,0.41,0.03,0.86,0.43,0.09,0.26,0.38,0.23,0.58,0.03,1,0.54,0.64,0.18,0.73,0.58,0.09,0.5,0.58,0.5,0.49,0.48,0,0.36,0.45,0.53,0,0.04,0.24,0.31,0.41,0.34,0.54,0.32,0.42,0.21,0.52,0.24,0.42,0.25,0.26,0.49,0.83,0.84,0.92,0.69,0.35,0.4,0,0.07,0.02,0.19,0.24,0.38,0.46,0.21,0.23,0.33,0.36,0.68,0.15,0.24,0.22,0.44,0.63,0.14,0.67,0.08,0.5,0.5,0.01,0.91,0.55,0,0.37,0.27,0.03,0,0.6,0.55,0.5,0.47,0.44,0.5,0.42,0.31,0.65,0.96,0,0,0.46,0.42,0.87,0.85,0.8,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0,0.58,0.49,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
25,13,79740,1783,1,0,0.53,0.02,0.96,0.08,0.01,0.38,0.31,0.22,0.51,0.01,0.5,0.64,0.67,0.28,0.71,0.49,0.16,0.64,0.62,0.57,0.55,0.59,0.58,0.4,0,0.4,0,0.08,0.1,0.19,0.56,0.21,0.58,0.52,0.51,0.22,0.68,0.14,0.28,0.18,0.16,0.5,0.89,0.9,0.87,0.79,0.37,0.59,0,0.03,0,0.08,0.06,0.17,0.18,0.03,0.02,0.05,0.05,0.86,0.06,0.16,0.18,0.57,0.58,0.25,0.93,0.02,0.18,0.5,0.01,0.89,0.89,0.05,0.43,0.48,0.02,0,0.45,0.45,0.46,0.12,0.3,0.43,0.33,0.36,0.37,0.31,0,0,0.15,0.68,0.85,0.85,0.75,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.05,0.07,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,225,1,0.04,0.29,0.04,0.75,0.58,0.2,0.23,0.54,0.28,0.28,0.06,1,0.51,0.7,0.15,0.53,0.27,0.28,0.29,0.54,0.54,0.55,0.47,0.29,0.37,0.41,0.5,0.02,0.14,0.11,0.17,0.5,0.16,0.77,0.68,0.31,0.2,0.56,0.76,0.6,0.84,0.83,0.35,0.51,0.53,0.67,0.43,0.6,0.61,0.01,0.19,0.03,0.35,0.47,0.54,0.61,0.3,0.36,0.38,0.39,0.74,0.19,0.2,0.15,0.32,0.37,0.31,0.35,0.27,0.67,0,0.03,0.89,0.34,0.34,0.14,0.58,0.04,0.12,0.77,0.75,0.73,0.73,0.69,0.83,0.68,0.54,0.6,0.25,0,0,0.37,0.5,0.37,0.67,0.68,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.54,0.13,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
47,58.82682927,46188.3366,1639,1,0,0.33,0.41,0.67,0.01,0.01,0.47,0.47,0.33,0.56,0,0,0.15,0.38,0.66,0.3,0.65,0.46,0.38,0.2,0.23,0.27,0.14,0,0.07,0.88,0.38,0.02,0.45,0.51,0.61,0.17,0.49,0.35,0.81,0.28,0.84,0.24,0.5,0.3,0.51,0.53,0.37,0.52,0.52,0.7,0.51,0.54,0.54,0.01,0.31,0,0,0,0.37,0.31,0,0,0.01,0,0.99,0.02,0.13,0.13,0.34,0.36,0.35,0.48,0.1,0.57,0,0.01,0.74,0.47,0.13,0.57,0.48,0.6,0.26,0.07,0.07,0.08,0.06,0.12,0.12,0.13,0.39,0.3,0.44,0,0,0,0.72,0.63,0.74,0.76,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.1,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,1173,1,0.01,0.43,0.02,0.88,0.42,0.04,0.26,0.17,0.11,0.55,0.03,1,1,0.51,0.44,0.95,0.48,0.1,0.58,1,1,1,0.94,0.55,0.55,0.71,1,0,0.05,0.01,0.02,1,0.13,0.49,0.17,0.78,0.05,1,0.26,0.2,0.29,0.29,0.35,0.92,0.92,1,0.85,0.29,0.24,0,0.03,0.01,0.11,0.13,0.16,0.22,0.08,0.09,0.1,0.12,0.81,0.05,0.09,0.11,0.47,0.47,0.3,0.95,0.01,0.08,0.5,0.01,0.93,0.93,0.09,0.38,0.38,0,0,1,1,1,0.59,1,1,1,0.71,0.58,0.15,0,0,0.32,0.5,0.77,0.62,0.78,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.11,0.66,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,515,1,0.03,0.83,0.19,0.76,0.21,0.2,0.24,0.49,0.22,0.26,0.05,1,0.58,0.61,0.34,0.6,0.34,0.3,0.58,0.58,0.43,0.47,0.12,0.19,0.38,0.34,0.32,0.01,0.12,0.15,0.26,0.38,0.22,0.22,0.25,0.4,0.18,0.66,0.26,0.78,0.46,0.33,0.43,0.8,0.82,0.86,0.79,0.5,0.59,0,0.06,0.02,0.14,0.25,0.35,0.4,0.07,0.12,0.15,0.16,0.77,0.08,0.13,0.14,0.48,0.51,0.37,0.73,0.11,0.36,0.5,0.03,0.72,0.7,0.01,0.29,0.94,0.05,0.13,0.51,0.55,0.56,0.45,0.53,0.61,0.5,0.67,0.78,0.28,0,0,0.23,0.53,0.15,0.16,0.6,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.12,0.09,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
33,15,66660,1392,1,0.03,0.52,0.02,0.96,0.11,0.02,0.38,0.46,0.28,0.31,0.03,0.81,0.54,0.75,0.24,0.53,0.36,0.17,0.36,0.55,0.44,0.42,0.52,0.13,0.61,0.24,0.38,0.01,0.09,0.19,0.29,0.32,0.39,0.71,0.63,0.23,0.35,0.45,0.42,0.4,0.38,0.41,0.57,0.82,0.81,0.91,0.69,0.61,0.66,0,0.08,0.01,0.14,0.15,0.23,0.28,0.06,0.05,0.08,0.08,0.82,0.08,0.23,0.23,0.56,0.62,0.32,0.79,0.06,0.46,0.5,0.04,0.72,0.74,0.34,0.68,0.6,0.05,0.09,0.4,0.37,0.35,0.57,0.59,0.63,0.56,0.4,0.59,0.49,0,0,0.17,0,0.71,0.6,0.35,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.07,0.09,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
5,58.82682927,46188.3366,1746,1,0.03,0.55,0.82,0.34,0.03,0.01,0.51,0.53,0.34,0.33,0.04,1,0.17,0.54,0.44,0.2,0.44,0.67,0.22,0.2,0.16,0.28,0.13,0.09,0.35,0.34,0.35,0.06,0.61,0.55,0.66,0.16,0.55,0.45,0.3,0.35,0.59,0.28,0.63,0.41,0.7,0.7,0.63,0.34,0.27,0.3,0.32,0.64,0.62,0.06,0.77,0,0,0.1,0.37,0.34,0,0,0.01,0.01,0.99,0.01,0.42,0.41,0.59,0.58,0.6,0.47,0.29,0.47,0.5,0.03,0.77,0.48,0.63,0.35,0.58,0.74,0.62,0.08,0.07,0.08,0.08,0.15,0.17,0.19,0.65,0.41,0.56,0.01,0,0.01,0.52,0.55,0.73,0.67,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.04,0.16,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,37,75740,1669,1,0.02,0.7,0.01,0.99,0.03,0.04,0.42,0.43,0.21,0.15,0,0,0.65,0.83,0.23,0.57,0.23,0.09,0.33,0.57,0.42,0.4,0.63,0,0.79,0.95,0.62,0,0.06,0.11,0.15,0.36,0.28,0.69,0.38,0.33,0.3,0.49,0.25,0.27,0.19,0.22,0.72,0.93,0.93,0.95,0.79,0.22,0.32,0,0.05,0.01,0.07,0.07,0.06,0.09,0.02,0.02,0.02,0.02,0.91,0.01,0.28,0.31,0.77,0.75,0.55,0.93,0.06,0.31,0.5,0.1,0.06,0.91,0.05,1,0.71,0.01,0.21,0.41,0.38,0.36,0.67,0.67,0.79,0.77,0.36,0.73,0.58,0,0,0.12,0.68,0.69,0.55,0.85,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.2,0.03,0.07,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,299,1,0.06,0.49,0.03,0.75,0.34,0.3,0.45,0.55,0.33,0.23,0.08,1,0.33,0.68,0.38,0.34,0.28,0.53,0.3,0.34,0.27,0.28,0.25,0.15,0.22,0.29,0.32,0.05,0.26,0.23,0.3,0.31,0.35,0.65,0.18,0.47,0.32,0.41,0.54,0.38,0.66,0.64,0.58,0.6,0.65,0.65,0.61,0.48,0.57,0.02,0.21,0.02,0.46,0.51,0.55,0.6,0.22,0.22,0.22,0.21,0.75,0.15,0.29,0.27,0.54,0.6,0.49,0.44,0.26,0.49,0.5,0.03,0.89,0.42,0.1,0.21,0.77,0.09,0.07,0.21,0.2,0.19,0.38,0.34,0.36,0.35,0.51,0.56,0.28,0.02,0,0.21,0.66,0.25,0.63,0.75,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.04,0.29,0.05,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
25,17,37000,873,1,0.15,0.51,0.05,0.71,0.68,0.19,0.47,0.63,0.45,0.37,0.16,1,0.29,0.49,0.14,0.35,0.46,0.72,0.41,0.31,0.26,0.29,0.25,0.17,0.15,0.16,0.22,0.16,0.47,0.57,0.6,0.24,0.73,0.43,0.69,0.41,0.53,0.33,0.45,0.71,0.49,0.49,0.61,0.39,0.4,0.41,0.34,0.4,0.4,0.1,0.46,0.11,0.36,0.57,0.75,0.78,0.42,0.57,0.69,0.66,0.44,0.45,0.46,0.38,0.5,0.56,0.5,0.27,0.3,0.64,0,0.17,0.67,0.27,0.24,0.33,0.1,0.3,0.57,0.32,0.31,0.29,0.34,0.45,0.51,0.46,0.61,0.52,0.5,0.11,0.11,0.49,0.71,0.48,0.73,0.62,0.03,0.17,0.97,0.19,0.05,0.2,0.38,0.17,0.74,0.89,0.01,0.16,0,0.07,0.07,0.43,0.39,0.04,0.63,0.16,0,0.02,0.68,0,1,0.12,0
22,58.82682927,46188.3366,90,1,0.34,0.43,0.86,0.3,0.1,0.03,0.6,0.64,0.54,0.36,0.35,1,0.17,0.5,0.22,0.36,0.39,0.47,0.45,0.22,0.25,0.41,0.16,0.31,0.21,0.27,0.45,0.5,0.7,0.3,0.39,0.45,0.62,0.38,0.2,0.65,0.28,0.51,0.54,0.68,0.58,0.59,0.53,0.3,0.28,0.38,0.26,0.56,0.53,0.37,0.81,0.04,0.6,0.6,0.66,0.67,0.13,0.11,0.11,0.1,0.89,0.05,0.34,0.27,0.41,0.47,0.37,0.44,0.24,0.58,0,0.73,0.39,0.42,0.99,0.7,0.54,0.36,0.29,0.1,0.12,0.14,0.15,0.19,0.2,0.2,0.62,0.26,0.33,0.08,0.02,0.08,0.78,0.54,0.69,0.77,0.12,0.25,0.89,0.24,0.08,0.14,0.18,0.25,0.48,0.65,0.54,0.02,0,0.39,0.07,0.5,0.27,0.21,0.25,0.11,0.55,0.07,0.42,0.5,0.35,0.13,1
42,107,62432,1292,1,0.01,0.34,0.03,0.97,0.03,0.01,0.35,0.41,0.27,0.67,0,0,0.16,0.27,0.11,0.39,0.77,0.45,0.51,0.2,0.22,0.2,0.14,0.1,0.95,0.08,0.51,0.02,0.4,0.39,0.53,0.18,0.46,0.3,0.58,0.47,0.7,0.27,0.44,0.46,0.43,0.45,0.46,0.54,0.58,0.48,0.37,0.39,0.49,0.01,0.31,0,0,0,0,0.05,0,0,0,0,0.95,0.01,0.21,0.17,0.34,0.45,0.2,0.62,0.04,0.37,0.5,0.03,0.69,0.56,0.12,0.86,0,0.21,0.6,0.03,0.03,0.05,0.07,0.14,0.17,0.1,0.46,0.18,0.54,0,0,0.04,0.99,0.77,0.95,0.92,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.33,0.05,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
12,58.82682927,46188.3366,89,1,0.01,0.48,0.57,0.51,0.04,0.06,0.46,0.46,0.33,0.57,0,0,0.23,0.43,0.61,0.33,0.64,0.43,0.63,0.24,0.21,0.27,0.18,0.12,0.15,0.15,0.27,0.02,0.43,0.46,0.58,0.18,0.38,0.32,0.38,0.39,0.52,0.29,0.69,0.39,0.69,0.71,0.45,0.37,0.28,0.3,0.43,0.58,0.64,0.02,0.44,0,0.23,0.36,0.46,0.47,0.05,0.07,0.08,0.07,0.9,0.08,0.26,0.25,0.45,0.4,0.55,0.58,0.31,0.5,0.5,0.03,0.65,0.61,0.22,0.37,0.48,0.69,0.53,0.08,0.07,0.08,0.11,0.17,0.19,0.19,0.44,0.16,0.19,0,0,0.08,0.58,0.62,0.8,0.8,0.07,1,0.92,1,0.08,1,0.3,1,0.51,0.85,0.19,0.04,0,0.16,0.18,0.71,0.36,0.02,0.14,0.03,0.47,0.12,0.86,0.5,1,1,1
12,58.82682927,46188.3366,1264,1,0.02,0.47,0.41,0.63,0.03,0.15,0.41,0.45,0.28,0.45,0,0,0.23,0.54,0.55,0.28,0.51,0.41,0.38,0.25,0.24,0.28,0.18,0.22,1,0.11,0.24,0.04,0.47,0.49,0.56,0.2,0.31,0.47,0.38,0.28,0.57,0.31,0.63,0.26,0.61,0.65,0.51,0.47,0.44,0.45,0.57,0.33,0.41,0.02,0.37,0.01,0.29,0.56,0.55,0.57,0.09,0.16,0.14,0.13,0.85,0.13,0.34,0.33,0.5,0.43,0.6,0.55,0.32,0.54,0.5,0.05,0.58,0.59,0.17,0.36,0.71,0.78,0.42,0.1,0.1,0.13,0.19,0.24,0.26,0.26,0.59,0.53,0.4,0,0.01,0.13,0.49,0.38,0.61,0.55,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.09,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,1
48,58.82682927,46188.3366,1396,1,0.12,0.49,0.09,0.68,0.07,0.52,0.52,0.56,0.43,0.41,0.13,1,0.2,0.53,0.75,0.41,0.48,0.29,0.41,0.21,0.21,0.24,0.18,0.2,0.17,0.2,0.24,0.13,0.49,0.51,0.5,0.27,0.5,0.49,0.27,0.48,0.42,0.35,0.53,0.37,0.56,0.57,0.51,0.63,0.61,0.7,0.61,0.61,0.61,0.03,0.15,0.03,0.19,0.23,0.28,0.36,0.07,0.08,0.08,0.1,0.55,0.25,0.29,0.26,0.45,0.47,0.44,0.5,0.3,0.58,0,0.21,0.52,0.5,0.13,0.43,0.58,0.47,0.27,0.06,0.07,0.08,0.21,0.22,0.25,0.21,0.44,0.39,0.4,0.14,0,0.16,0.71,0.43,0.55,0.65,0.02,0.15,0.97,0.17,0.05,0.22,0.46,0.15,0.86,0.76,0.07,0.32,0,0.26,0.07,0.71,0.39,0.14,0.15,0.04,0.1,0.02,0.62,0,1,0.11,0
37,58.82682927,46188.3366,506,1,0.11,0.39,0.75,0.35,0.09,0.06,0.49,0.6,0.44,0.34,0.12,1,0.21,0.59,0.21,0.3,0.38,0.5,0.57,0.23,0.26,0.37,0.21,0.13,0.29,0.33,0.37,0.12,0.49,0.29,0.35,0.38,0.47,0.48,0.26,0.59,0.43,0.48,0.59,0.43,0.68,0.67,0.4,0.39,0.36,0.47,0.32,0.44,0.44,0.09,0.53,0.02,0.4,0.34,0.38,0.35,0.1,0.07,0.07,0.06,0.89,0.05,0.18,0.17,0.38,0.41,0.39,0.43,0.14,0.47,0.5,0.11,0.75,0.44,0.35,0.4,0.63,0.4,0.24,0.12,0.12,0.14,0.17,0.23,0.25,0.26,0.54,0.54,0.54,0.06,0.07,0.1,0.55,0.46,0.53,0.38,0.03,0.25,0.96,0.26,0.08,0.36,0.49,0.25,0.7,0.53,0.68,0,0.51,0.52,0.01,0.29,0.05,0.12,0.16,0.07,0.16,0.03,0.51,1,0.19,0.15,1
39,58.82682927,46188.3366,1686,1,0.01,0.41,0.01,0.99,0.03,0,0.36,0.39,0.22,0.48,0.02,1,0.34,0.54,0.16,0.58,0.55,0.25,0.61,0.36,0.33,0.31,0.36,0.59,0.39,0,0.25,0.01,0.19,0.22,0.34,0.36,0.34,0.46,0.64,0.43,0.51,0.43,0.36,0.24,0.38,0.39,0.44,0.76,0.79,0.84,0.83,0.3,0.35,0,0.05,0,0.1,0.28,0.34,0.47,0.01,0.04,0.04,0.05,0.95,0.01,0.13,0.14,0.44,0.5,0.29,0.71,0.03,0.36,0.5,0.01,0.91,0.66,0.08,0.29,0.42,0.13,0,0.13,0.13,0.14,0.23,0.23,0.24,0.25,0.38,0.19,0.26,0,0,0.06,0.77,0.58,0.64,0.8,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.16,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
44,7,20080,357,1,0.03,0.46,0,0.99,0.02,0.03,0.33,0.4,0.25,0.48,0.04,0.85,0.48,0.59,0.24,0.61,0.53,0.22,0.48,0.47,0.41,0.4,0.33,0.06,0.73,0.08,0.46,0.01,0.08,0.37,0.43,0.35,0.32,0.58,0.64,0.36,0.47,0.46,0.22,0.32,0.21,0.22,0.47,0.84,0.85,0.89,0.85,0.56,0.67,0,0.08,0.02,0.12,0.17,0.17,0.22,0.07,0.09,0.08,0.09,0.69,0.21,0.14,0.15,0.5,0.57,0.27,0.78,0.04,0.38,0.5,0.02,0.86,0.72,0.15,0.47,0.48,0.07,0.1,0.36,0.35,0.35,0.19,0.28,0.36,0.29,0.34,0.51,0.42,0,0,0.25,0.69,0.71,0.8,0.67,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.08,0.09,0.06,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
12,58.82682927,46188.3366,797,1,0,0.39,0.75,0.39,0.05,0.02,0.38,0.41,0.26,0.69,0,0,0.12,0.34,0.05,0.29,0.68,0.69,0.64,0.15,0.17,0.26,0.14,0.46,0,0.08,0.39,0.02,0.66,0.46,0.58,0.22,0.53,0.23,0.18,0.51,0.44,0.37,0.83,0.4,0.77,0.83,0.48,0.19,0.18,0.19,0.29,0.4,0.53,0.01,0.46,0,0.3,0.38,0.31,0.43,0.03,0.04,0.03,0.04,0.96,0.02,0.36,0.29,0.36,0.34,0.42,0.44,0.26,0.52,0.5,0.03,0.44,0.46,0.23,0.38,0.46,0.88,1,0.04,0.04,0.06,0.07,0.12,0.13,0.15,0.65,0.32,0.47,0,0.08,0.04,0.69,0.54,0.56,0.72,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.08,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,1
34,31,56550,1213,1,0.08,0.67,0.4,0.16,0.43,0.93,0.47,0.58,0.4,0.32,0.09,1,0.25,0.52,0.12,0.26,0.44,0.53,0.29,0.25,0.2,0.28,0.24,0.13,0.29,0.23,0.28,0.09,0.45,0.81,0.79,0.21,0.75,0.48,0.86,0.19,0.99,0.19,0.45,0.65,0.56,0.53,0.82,0.34,0.34,0.39,0.28,0.61,0.6,0.12,0.97,0.14,0.61,0.68,0.73,0.77,1,1,1,1,0,1,0.82,0.74,0.72,0.8,0.71,0.06,0.78,0.78,0,0.05,0.84,0.09,0.17,0.59,0.1,0.76,0.82,0.4,0.42,0.39,0.32,0.39,0.49,0.42,0.59,0.83,0.67,0.01,0.03,1,0.34,0.53,0.67,0.54,0.02,0.22,0.97,0.28,0.02,0.15,0.22,0.22,0.55,0.46,0.48,0.4,0,0.6,0.03,0.29,1,0.01,1,0.7,0.06,0.02,0.86,0,0.7,0.18,0
